player,team,position,active_2026,started_first_wc,starts_last3,recent_starter,minutes,matches,goals,assists,shots,sot,fouls,fouled,yellow,red,goals_per90,assists_per90,shots_per90,sot_per90,fouls_per90,yellow_per90,g_per_sh
Adil Boulbina,Algeria,MF,True,False,0,False,75.0,4,0.51,0.0,1.137,1.137,0.823,0.0,0.0,0.0,1.192,0.0,2.657,2.657,1.924,0.0,0.449
Riyad Mahrez,Algeria,MF,True,False,1,False,339.0,6,0.995,0.0,1.506,0.995,1.703,5.026,0.0,0.0,0.588,0.0,0.889,0.588,1.005,0.0,0.661
Anis Hadj Moussa,Algeria,FW,True,False,0,False,231.0,5,0.51,0.867,1.531,1.531,1.544,2.908,1.544,0.0,0.412,0.701,1.238,1.238,1.249,1.249,0.333
Ibrahim Maza,Algeria,FW,True,False,1,False,453.0,7,0.747,0.434,3.307,1.484,2.66,4.194,0.0,0.0,0.324,0.188,1.436,0.645,1.155,0.0,0.226
Zineddine Belaid,Algeria,DF,True,False,2,True,353.0,5,0.434,0.0,0.867,0.434,0.867,0.433,0.433,0.0,0.241,0.0,0.481,0.241,0.481,0.241,0.5
Farès Chaïbi,Algeria,MF,True,False,1,False,473.0,7,0.434,0.0,4.566,1.378,1.544,2.444,0.0,0.0,0.173,0.0,1.825,0.551,0.617,0.0,0.095
Luca Zidane,Algeria,GK,True,False,2,True,574.0,6,0.0,0.0,0.0,0.0,0.0,1.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Achref Abada,Algeria,DF,True,False,1,False,56.0,2,0.0,0.0,0.0,0.0,0.51,0.433,0.0,0.0,0.0,0.0,0.0,0.0,1.656,0.0,0.0
Aïssa Mandi,Algeria,DF,True,False,2,True,555.0,7,0.0,0.0,0.0,0.0,0.682,1.899,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.0
Rayan Aït-Nouri,Algeria,DF,True,False,2,True,491.0,7,0.0,0.0,0.369,0.369,6.214,5.641,0.6,0.0,0.0,0.0,0.148,0.148,2.502,0.242,0.0
Ramiz Zerrouki,Algeria,MF,True,False,1,False,221.0,6,0.0,0.51,0.0,0.0,3.102,1.377,0.6,0.0,0.0,0.422,0.0,0.0,2.563,0.496,0.0
Nabil Bentaleb,Algeria,MF,True,False,1,False,94.0,1,0.0,0.51,0.51,0.51,0.51,1.02,0.0,0.0,0.0,0.957,0.957,0.957,0.957,0.0,0.0
Houssem Aouar,Algeria,FW,True,False,2,True,110.0,2,0.0,0.0,0.433,0.0,0.867,0.0,0.0,0.0,0.0,0.0,0.763,0.0,1.526,0.0,0.0
Amine Gouiri,Algeria,FW,True,False,2,True,142.0,2,0.0,0.0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Amoura,Algeria,MF,True,False,1,False,466.0,6,0.0,0.313,2.384,1.192,5.052,2.016,1.402,0.0,0.0,0.132,1.001,0.5,2.12,0.589,0.0
Mohamed Tougai,Algeria,DF,True,False,0,False,109.0,2,0.0,0.0,0.434,0.0,0.0,0.434,0.0,0.0,0.0,0.0,0.765,0.0,0.0,0.0,0.0
Jaouen Hadjam,Algeria,DF,True,False,0,False,91.0,3,0.0,0.0,0.313,0.0,0.313,0.369,0.0,0.0,0.0,0.0,0.726,0.0,0.726,0.0,0.0
Rafik Belghali,Algeria,DF,True,False,1,False,503.0,7,0.0,0.0,0.433,0.0,4.448,0.51,0.944,0.0,0.0,0.0,0.167,0.0,1.716,0.364,0.0
Ahmed Nadhir Benbouali,Algeria,FW,True,False,0,False,42.0,2,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.691,0.0,0.0
Ramy Bensebaini,Algeria,DF,True,False,1,False,480.0,5,0.0,0.0,1.347,0.0,3.997,6.915,0.433,0.0,0.0,0.0,0.562,0.0,1.668,0.181,0.0
Hicham Boudaoui,Algeria,MF,True,False,1,False,439.0,5,0.0,0.313,0.682,0.0,3.954,4.649,0.6,0.0,0.0,0.144,0.313,0.0,1.816,0.276,0.0
Yassine Titraoui,Algeria,MF,True,False,0,False,11.0,1,0.0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.182,0.0,0.0
Baghdad Bounedjah,Algeria,FW,True,False,0,False,234.0,4,0.0,0.313,2.248,0.824,3.04,2.075,0.51,0.0,0.0,0.302,2.164,0.793,2.927,0.491,0.0
Himad Abdelli,Algeria,MF,True,False,0,False,178.0,4,0.0,0.0,0.0,0.0,3.012,0.944,0.0,0.0,0.0,0.0,0.0,0.0,3.242,0.0,0.0
Redouane Berkane,Algeria,FW,True,False,0,False,9.0,1,0.0,0.0,0.0,0.0,1.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
Ismaël Bennacer,Algeria,MF,True,False,0,False,214.0,3,0.0,0.0,0.0,0.0,1.561,2.213,0.369,0.0,0.0,0.0,0.0,0.0,1.723,0.407,0.0
Anthony Mandrea,Algeria,GK,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monsef Bakrar,Algeria,FW,True,False,0,False,90.0,1,0.0,0.0,0.867,0.867,0.867,0.434,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
Youcef Atal,Algeria,DF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.434,0.434,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Mehdi Dorval,Algeria,DF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adem Zorgane,Algeria,MF,True,False,0,False,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilan Kebbal,Algeria,MF,True,False,0,False,11.0,1,0.0,0.0,0.0,0.0,0.434,0.434,0.0,0.0,0.0,0.0,0.0,0.0,8.182,0.0,0.0
Samir Sophian Chergui,Algeria,DF,True,False,0,False,60.0,1,0.0,0.0,0.0,0.0,0.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Lionel Messi,Argentina,FW,True,False,1,False,211.0,4,0.913,0.846,2.918,1.759,0.313,0.893,0.0,0.0,1.184,1.097,3.784,2.281,0.406,0.0,0.313
Valentín Barco,Argentina,MF,True,False,2,True,90.0,2,0.6,0.0,1.2,0.6,2.22,2.73,1.11,0.0,1.081,0.0,2.162,1.081,4.0,2.0,0.5
Julián Alvarez,Argentina,FW,True,False,1,False,129.0,3,0.433,0.0,0.66,0.66,0.226,0.226,0.0,0.0,1.043,0.0,1.587,1.587,0.544,0.0,0.657
Lautaro Martínez,Argentina,FW,True,False,1,False,375.0,6,1.356,1.049,5.021,2.997,2.591,2.771,0.953,0.0,0.897,0.694,3.321,1.983,1.714,0.63,0.27
Thiago Almada,Argentina,FW,True,False,2,True,216.0,5,0.6,0.433,1.62,1.11,0.313,1.226,0.0,0.0,0.581,0.419,1.567,1.074,0.303,0.0,0.37
Gonzalo Montiel,Argentina,DF,True,False,0,False,149.0,3,0.266,0.0,0.266,0.266,0.266,0.6,0.0,0.0,0.459,0.0,0.459,0.459,0.459,0.0,1.0
Nico Paz,Argentina,MF,True,False,1,False,216.0,4,0.368,0.0,2.656,2.056,0.968,2.621,0.0,0.0,0.431,0.0,3.106,2.404,1.133,0.0,0.139
Enzo Fernández,Argentina,MF,True,False,1,False,206.0,5,0.368,0.0,1.337,1.337,1.028,2.506,0.0,0.0,0.411,0.0,1.49,1.49,1.146,0.0,0.276
Giuliano Simeone,Argentina,MF,True,False,2,True,275.0,5,0.51,0.0,3.24,2.73,2.509,0.0,0.0,0.0,0.386,0.0,2.455,2.069,1.901,0.0,0.157
Alexis Mac Allister,Argentina,MF,True,False,1,False,405.0,8,0.532,0.0,2.667,1.025,2.003,2.34,0.313,0.0,0.324,0.0,1.621,0.623,1.217,0.19,0.2
Giovani Lo Celso,Argentina,MF,True,False,2,True,325.0,6,0.226,0.0,2.091,0.963,0.853,2.089,0.0,0.0,0.173,0.0,1.595,0.734,0.65,0.0,0.108
Gerónimo Rulli,Argentina,GK,True,False,1,False,185.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agustín Giay,Argentina,DF,True,False,2,True,165.0,2,0.0,0.0,0.0,0.0,2.13,1.71,0.0,0.0,0.0,0.0,0.0,0.0,2.119,0.0,0.0
Nicolás Otamendi,Argentina,DF,True,False,3,True,235.0,5,0.0,0.0,0.51,0.0,0.353,0.266,0.0,0.353,0.0,0.0,0.425,0.0,0.294,0.0,0.0
Lisandro Martínez,Argentina,DF,True,False,2,True,108.0,2,0.0,0.0,0.51,0.0,1.11,0.0,0.51,0.0,0.0,0.0,0.776,0.0,1.689,0.776,0.0
Facundo Medina,Argentina,DF,True,False,1,False,140.0,2,0.0,0.0,0.0,0.0,1.62,1.11,0.51,0.0,0.0,0.0,0.0,0.0,1.834,0.577,0.0
Exequiel Palacios,Argentina,MF,True,False,2,True,126.0,2,0.0,0.0,0.0,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.462,0.0,0.0
José Manuel López,Argentina,FW,True,False,1,False,77.0,2,0.0,0.0,0.0,0.0,1.11,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.306,0.0,0.0
Cristian Romero,Argentina,DF,True,False,1,False,313.0,6,0.0,0.0,0.51,0.0,2.674,0.0,0.0,0.0,0.0,0.0,0.405,0.0,2.126,0.0,0.0
Rodrigo De Paul,Argentina,MF,True,False,0,False,95.0,2,0.0,0.6,0.0,0.0,0.51,0.6,0.0,0.0,0.0,1.029,0.0,0.0,0.874,0.0,0.0
Nicolás González,Argentina,MF,True,False,0,False,379.0,6,0.0,0.532,0.266,0.0,1.472,3.042,0.0,0.0,0.0,0.383,0.191,0.0,1.057,0.0,0.0
Juan Musso,Argentina,GK,True,False,1,False,81.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolás Tagliafico,Argentina,DF,True,False,2,True,290.0,5,0.0,0.0,0.353,0.0,1.332,1.02,0.353,0.0,0.0,0.0,0.314,0.0,1.185,0.314,0.0
Santiago Beltrán,Argentina,GK,True,False,0,False,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomás Aranda,Argentina,MF,True,False,0,False,14.0,1,0.0,0.0,0.51,0.51,0.0,0.51,0.0,0.0,0.0,0.0,6.429,6.429,0.0,0.0,0.0
Nicolás Capaldo,Argentina,MF,True,False,0,False,13.0,1,0.0,0.0,0.0,0.0,1.02,0.0,0.51,0.0,0.0,0.0,0.0,0.0,13.846,6.923,0.0
Joaquín Freitas,Argentina,FW,True,False,0,False,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano Martínez,Argentina,GK,True,False,1,False,307.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nahuel Molina,Argentina,DF,True,False,1,False,180.0,5,0.0,0.368,0.0,0.0,0.595,0.226,0.0,0.0,0.0,0.627,0.0,0.0,1.012,0.0,0.0
Leandro Paredes,Argentina,MF,True,False,1,False,140.0,3,0.0,0.0,0.0,0.0,0.453,1.058,0.0,0.0,0.0,0.0,0.0,0.0,0.956,0.0,0.0
Marcos Senesi,Argentina,DF,True,False,0,False,126.0,2,0.0,0.0,0.226,0.0,0.226,0.0,0.0,0.0,0.0,0.0,0.606,0.0,0.606,0.0,0.0
Marcos Acuña,Argentina,DF,True,False,0,False,36.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Foyth,Argentina,DF,True,False,0,False,147.0,2,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586,0.0,0.0
Rodrigo de Paul,Argentina,MF,True,False,0,False,265.0,4,0.0,0.0,0.0,0.0,0.932,0.932,0.0,0.0,0.0,0.0,0.0,0.0,1.043,0.0,0.0
Kevin Mac Allister,Argentina,DF,True,False,0,False,35.0,1,0.0,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano Buendía,Argentina,MF,True,False,0,False,25.0,1,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0
Máximo Perrone,Argentina,MF,True,False,0,False,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José López,Argentina,FW,True,False,0,False,71.0,2,0.0,0.266,0.799,0.532,0.266,0.0,0.0,0.0,0.0,1.237,3.711,2.474,1.237,0.0,0.0
Gianluca Prestianni,Argentina,FW,True,False,0,False,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joaquin Panichelli,Argentina,FW,True,False,0,False,9.0,1,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Leonardo Balerdi,Argentina,DF,True,False,0,False,192.0,3,0.0,0.0,0.226,0.0,0.885,0.0,0.353,0.0,0.0,0.0,0.349,0.0,1.364,0.543,0.0
Lautaro Rivero,Argentina,DF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Aníbal Moreno,Argentina,MF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Facundo Cambeses,Argentina,GK,True,False,0,False,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franco Mastantuono,Argentina,FW,True,False,0,False,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julián Álvarez,Argentina,FW,True,False,0,False,27.0,1,0.0,0.0,0.0,0.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333,0.0,0.0
Nestory Irankunda,Australia,MF,True,True,2,True,444.0,8,1.902,0.0,5.08,4.205,4.438,3.932,0.9,0.0,0.887,0.0,2.367,1.96,2.068,0.419,0.375
Tete Yengi,Australia,FW,True,False,1,False,94.0,2,0.51,0.0,1.02,0.51,5.82,1.53,0.51,0.0,0.629,0.0,1.257,0.629,7.174,0.629,0.5
Connor Metcalfe,Australia,MF,True,True,2,True,582.0,8,1.6,0.788,1.739,1.739,1.301,1.452,0.139,0.0,0.514,0.253,0.559,0.559,0.418,0.045,0.92
Mohamed Touré,Australia,FW,True,True,2,True,514.0,8,0.278,0.0,3.472,0.643,4.929,3.812,0.163,0.0,0.108,0.0,1.349,0.25,1.915,0.064,0.08
Jordan Bos,Australia,DF,True,True,2,True,332.0,6,0.192,0.0,1.792,0.192,0.702,2.504,0.0,0.0,0.084,0.0,0.787,0.084,0.308,0.0,0.107
Patrick Beach,Australia,GK,True,True,2,True,277.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Italiano,Australia,DF,True,True,2,True,321.0,5,0.0,0.0,1.6,0.0,1.733,1.029,0.433,0.0,0.0,0.0,0.74,0.0,0.801,0.2,0.0
Alessandro Circati,Australia,DF,True,True,3,True,502.0,6,0.0,0.0,2.148,0.192,2.36,0.626,0.0,0.0,0.0,0.0,0.739,0.066,0.812,0.0,0.0
Harry Souttar,Australia,DF,True,True,3,True,269.0,3,0.0,0.0,2.11,1.6,2.034,0.0,0.0,0.0,0.0,0.0,0.805,0.61,0.775,0.0,0.0
Cameron Burgess,Australia,DF,True,True,1,False,557.0,8,0.0,0.0,0.51,0.0,0.0,0.226,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.0
Aiden O'Neill,Australia,MF,True,True,3,True,647.0,8,0.0,0.0,0.765,0.433,2.885,3.896,0.43,0.0,0.0,0.0,0.235,0.133,0.887,0.132,0.0
Paul Okon-Engstler,Australia,MF,True,True,2,True,275.0,5,0.0,1.6,0.0,0.0,3.036,0.0,0.0,0.0,0.0,0.708,0.0,0.0,1.344,0.0,0.0
Nishan Velupillay,Australia,FW,True,False,0,False,59.0,2,0.0,0.0,0.0,0.0,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.155,0.0,0.0
Jason Geria,Australia,DF,True,False,0,False,200.0,4,0.0,0.0,0.0,0.0,0.385,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0
Aziz Behich,Australia,DF,True,False,1,False,94.0,3,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.347,0.0,0.0
Jackson Irvine,Australia,MF,True,False,1,False,193.0,5,0.0,0.0,0.433,0.0,2.26,0.532,0.0,0.0,0.0,0.0,0.445,0.0,2.317,0.0,0.0
Lucas Herrington,Australia,DF,True,False,2,True,134.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kai Trewin,Australia,DF,True,False,1,False,291.0,4,0.0,0.0,0.226,0.0,3.043,0.266,0.0,0.0,0.0,0.0,0.209,0.0,2.809,0.0,0.0
Cristian Volpato,Australia,FW,True,False,1,False,45.0,1,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Mathew Leckie,Australia,MF,True,False,1,False,86.0,2,0.0,0.0,0.0,0.0,0.0,1.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Devlin,Australia,MF,True,False,0,False,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miloš Degenek,Australia,DF,True,False,0,False,375.0,5,0.0,0.0,0.0,0.0,0.0,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathew Ryan,Australia,GK,True,False,1,False,180.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ajdin Hrustić,Australia,MF,True,False,0,False,57.0,3,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Awer Mabil,Australia,MF,True,False,0,False,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Izzo,Australia,GK,True,False,0,False,273.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Miller,Australia,DF,True,False,0,False,296.0,5,0.0,0.0,0.0,0.0,0.266,2.111,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.0,0.0
Kye Rowles,Australia,DF,True,False,0,False,207.0,3,0.0,0.0,0.139,0.139,0.708,0.0,0.266,0.0,0.0,0.0,0.331,0.331,1.685,0.634,0.0
Riley McGree,Australia,MF,True,False,0,False,102.0,2,0.0,0.0,0.493,0.493,0.759,0.453,0.0,0.0,0.0,0.0,1.692,1.692,2.607,0.0,0.0
Callum Elder,Australia,DF,True,False,0,False,82.0,2,0.0,0.0,0.226,0.226,0.532,0.0,0.0,0.0,0.0,0.0,1.017,1.017,2.392,0.0,0.0
Maximilien Balard,Australia,MF,True,False,0,False,218.0,4,0.0,0.139,0.139,0.0,0.0,0.544,0.0,0.0,0.0,0.316,0.316,0.0,0.0,0.0,0.0
Martin Boyle,Australia,FW,True,False,0,False,132.0,5,0.0,0.0,0.0,0.0,0.558,0.651,0.0,0.0,0.0,0.0,0.0,0.0,1.901,0.0,0.0
Craig Goodwin,Australia,DF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Hassan Toure,Australia,FW,True,False,0,False,12.0,1,0.0,0.0,0.453,0.226,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.5,0.0,0.0,0.0
Nicholas D'Agostino,Australia,FW,True,False,0,False,60.0,1,0.0,0.0,0.0,0.0,0.192,0.385,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
Patrick Yazbek,Australia,MF,True,False,0,False,89.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Duke,Australia,FW,True,False,0,False,18.0,2,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.854,0.0,0.0
Daniel Arzani,Australia,FW,True,False,0,False,1.0,1,0.0,0.0,0.0,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
Joe Gauci,Australia,GK,True,False,0,False,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Milanović,Australia,FW,True,False,0,False,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikolaus Wurmbrand,Austria,FW,True,False,0,False,19.0,2,0.415,0.415,0.415,0.415,0.0,0.0,0.0,0.0,4.643,4.643,4.643,4.643,0.0,0.0,1.0
Marko Arnautović,Austria,FW,True,False,2,True,444.0,8,2.808,0.0,4.352,3.223,3.574,1.733,0.0,0.0,1.133,0.0,1.756,1.3,1.442,0.0,0.645
Carney Chukwuemeka,Austria,MF,True,False,0,False,94.0,3,0.433,0.0,0.433,0.433,0.0,0.6,0.0,0.0,0.783,0.0,0.783,0.783,0.0,0.0,1.0
Michael Gregoritsch,Austria,FW,True,False,2,True,452.0,9,1.524,0.433,4.115,3.329,2.429,0.976,0.353,0.0,0.654,0.186,1.766,1.429,1.042,0.151,0.37
Marcel Sabitzer,Austria,MF,True,False,3,True,773.0,9,2.196,1.697,7.716,6.152,3.557,3.038,0.953,0.0,0.527,0.407,1.85,1.476,0.853,0.228,0.285
Stefan Posch,Austria,DF,True,False,2,True,498.0,8,1.263,1.015,4.096,1.697,5.608,5.793,0.733,0.0,0.452,0.363,1.467,0.608,2.008,0.263,0.308
Konrad Laimer,Austria,DF,True,False,2,True,655.0,8,0.767,0.0,1.067,0.767,7.342,3.237,0.676,0.6,0.22,0.0,0.305,0.22,2.102,0.193,0.719
Romano Schmid,Austria,MF,True,False,2,True,496.0,9,0.415,0.415,2.077,0.989,5.929,4.523,0.488,0.0,0.16,0.16,0.801,0.382,2.288,0.188,0.2
Nicolas Seiwald,Austria,MF,True,False,2,True,744.0,9,0.433,0.415,1.683,1.683,4.997,0.488,0.0,0.0,0.109,0.104,0.422,0.422,1.253,0.0,0.258
Alexander Schlager,Austria,GK,True,False,2,True,589.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philipp Lienhart,Austria,DF,True,False,2,True,605.0,8,0.0,0.0,0.353,0.0,2.895,1.764,0.51,0.0,0.0,0.0,0.108,0.0,0.885,0.156,0.0
David Alaba,Austria,DF,True,False,1,False,375.0,6,0.0,0.415,0.415,0.0,0.488,0.6,0.903,0.0,0.0,0.233,0.233,0.0,0.274,0.507,0.0
Xaver Schlager,Austria,MF,True,False,2,True,401.0,6,0.0,0.51,1.186,0.0,0.863,5.046,0.0,0.0,0.0,0.229,0.531,0.0,0.387,0.0,0.0
Kevin Danso,Austria,DF,True,False,1,False,396.0,7,0.0,0.989,0.415,0.0,3.891,1.067,0.6,0.0,0.0,0.426,0.179,0.0,1.676,0.258,0.0
Marco Friedl,Austria,DF,True,False,2,True,208.0,5,0.0,0.0,1.2,0.6,1.033,0.0,0.0,0.0,0.0,0.0,1.041,0.52,0.896,0.0,0.0
Phillipp Mwene,Austria,DF,True,False,2,True,486.0,7,0.0,0.0,0.3,0.0,2.98,0.0,0.841,0.0,0.0,0.0,0.12,0.0,1.188,0.335,0.0
Saša Kalajdžić,Austria,FW,True,False,0,False,75.0,3,0.0,0.0,1.033,0.0,0.6,1.2,0.0,0.0,0.0,0.0,2.237,0.0,1.298,0.0,0.0
Paul Wanner,Austria,MF,True,False,1,False,142.0,3,0.0,0.0,0.6,0.0,0.51,0.433,0.0,0.0,0.0,0.0,0.755,0.0,0.641,0.0,0.0
Alexander Prass,Austria,DF,True,False,0,False,191.0,6,0.0,0.415,1.182,0.353,2.603,0.415,0.0,0.0,0.0,0.436,1.242,0.371,2.735,0.0,0.0
Patrick Pentz,Austria,GK,True,False,1,False,180.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Wimmer,Austria,MF,True,False,1,False,259.0,6,0.0,0.0,2.601,0.0,2.758,2.311,0.705,0.353,0.0,0.0,1.866,0.0,1.978,0.506,0.0
Christoph Baumgartner,Austria,MF,True,False,2,True,557.0,7,0.0,0.0,3.304,0.733,5.557,8.134,0.488,0.0,0.0,0.0,1.12,0.248,1.883,0.165,0.0
Michael Svoboda,Austria,DF,True,False,0,False,61.0,2,0.0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361,0.0,0.0
Florian Grillitsch,Austria,MF,True,False,1,False,129.0,6,0.0,0.415,0.0,0.0,1.282,0.433,0.0,0.0,0.0,0.673,0.0,0.0,2.08,0.0,0.0
Florian Wiegele,Austria,GK,True,False,0,False,49.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Affengruber,Austria,DF,True,False,0,False,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Schöpf,Austria,MF,True,False,0,False,31.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Grüll,Austria,FW,True,False,0,False,1.0,1,0.0,0.0,0.574,0.0,0.574,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,0.0,0.0
Raul Florucz,Austria,FW,True,False,0,False,37.0,2,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dodi Lukebakio,Belgium,FW,True,False,0,False,135.0,4,1.505,0.0,1.505,1.505,1.225,0.737,0.0,0.0,2.564,0.0,2.564,2.564,2.087,0.0,1.0
Romelu Lukaku,Belgium,FW,True,False,0,False,69.0,3,0.433,0.51,2.034,0.433,0.433,0.0,0.0,0.0,0.65,0.764,3.048,0.65,0.65,0.0,0.213
Hans Vanaken,Belgium,MF,True,False,0,False,338.0,8,0.903,0.433,4.687,2.221,1.014,0.415,0.0,0.0,0.55,0.264,2.853,1.352,0.618,0.0,0.193
Charles De Ketelaere,Belgium,FW,True,True,3,True,596.0,9,1.799,0.998,3.684,2.822,1.413,1.6,0.433,0.0,0.522,0.289,1.068,0.818,0.409,0.126,0.488
