player,team,position,active_2026,started_first_wc,starts_last3,recent_starter,minutes,matches,goals,assists,shots,sot,fouls,fouled,yellow,red,goals_per90,assists_per90,shots_per90,sot_per90,fouls_per90,yellow_per90,g_per_sh
Max Johnston,Scotland,DF,True,False,0,False,74.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadio Mané,Senegal,MF,True,True,1,False,628.0,7,1.797,1.051,3.299,2.664,3.95,10.521,0.0,0.0,0.594,0.347,1.09,0.88,1.305,0.0,0.545
Cherif Ndiaye,Senegal,FW,True,False,0,False,113.0,6,0.313,0.0,1.827,1.227,3.331,1.62,0.0,0.0,0.506,0.0,2.952,1.982,5.382,0.0,0.171
Pape Gueye,Senegal,MF,True,True,0,False,555.0,7,1.338,0.0,8.019,4.653,5.113,5.43,0.7,0.0,0.486,0.0,2.914,1.691,1.858,0.254,0.167
Habib Diallo,Senegal,FW,True,False,0,False,160.0,3,0.313,0.0,1.06,0.313,1.593,0.0,0.434,0.0,0.48,0.0,1.625,0.48,2.441,0.665,0.296
Ibrahim Mbaye,Senegal,FW,True,False,0,False,214.0,6,0.369,0.368,1.972,1.604,1.069,1.159,0.434,0.0,0.393,0.393,2.102,1.709,1.139,0.462,0.187
Ismaïla Sarr,Senegal,MF,True,True,0,False,270.0,5,0.368,0.0,2.642,1.106,0.737,1.337,0.6,0.0,0.317,0.0,2.271,0.951,0.633,0.516,0.139
Abdoulaye Seck,Senegal,DF,True,False,1,False,268.0,4,0.313,0.0,1.309,0.995,1.227,1.514,0.0,0.0,0.256,0.0,1.069,0.813,1.003,0.0,0.239
Iliman Ndiaye,Senegal,MF,True,False,1,False,441.0,6,0.434,0.0,2.488,1.544,1.948,1.717,0.0,0.0,0.2,0.0,1.145,0.71,0.896,0.0,0.174
Nicolas Jackson,Senegal,FW,True,True,1,False,434.0,6,0.368,0.369,3.396,1.474,5.287,0.777,0.369,0.0,0.172,0.172,1.586,0.688,2.47,0.172,0.109
Mory Diaw,Senegal,GK,True,False,1,False,184.0,2,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krépin Diatta,Senegal,DF,True,True,1,False,634.0,7,0.0,0.313,0.369,0.0,1.459,3.524,0.0,0.0,0.0,0.112,0.132,0.0,0.522,0.0,0.0
Mamadou Sarr,Senegal,DF,True,False,1,False,362.0,5,0.0,0.0,0.6,0.0,2.812,0.51,0.969,0.0,0.0,0.0,0.3,0.0,1.406,0.484,0.0
Lamine Camara,Senegal,MF,True,True,1,False,346.0,8,0.0,0.0,2.06,1.257,2.427,3.191,0.914,0.0,0.0,0.0,1.184,0.723,1.396,0.525,0.0
Bara Sapoko Ndiaye,Senegal,MF,True,False,1,False,94.0,1,0.0,0.0,0.51,0.0,0.51,1.02,0.0,0.0,0.0,0.0,0.957,0.0,0.957,0.0,0.0
Ismail Jakobs,Senegal,DF,True,False,1,False,293.0,5,0.0,0.0,0.0,0.0,1.479,1.513,0.369,0.0,0.0,0.0,0.0,0.0,1.225,0.305,0.0
Habib Diarra,Senegal,MF,True,False,1,False,319.0,6,0.0,0.51,1.334,0.51,3.015,3.015,0.944,0.0,0.0,0.339,0.886,0.339,2.002,0.627,0.0
El Hadji Malick Diouf,Senegal,DF,True,True,0,False,461.0,6,0.0,0.0,0.434,0.434,5.027,1.848,0.6,0.0,0.0,0.0,0.182,0.182,2.106,0.251,0.0
Moustapha Mbow,Senegal,DF,True,False,0,False,49.0,1,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assane Diao,Senegal,FW,True,False,0,False,57.0,2,0.0,0.0,0.368,0.368,0.0,0.368,0.0,0.0,0.0,0.0,1.285,1.285,0.0,0.0,0.0
Ahmadou Bamba Dieng,Senegal,FW,True,False,0,False,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moussa Niakhaté,Senegal,DF,True,True,0,False,593.0,7,0.0,0.0,0.0,0.0,1.706,2.902,0.0,0.0,0.0,0.0,0.0,0.0,0.593,0.0,0.0
Pape Matar Sarr,Senegal,MF,True,False,0,False,114.0,3,0.0,0.0,0.0,0.0,0.94,0.313,0.0,0.0,0.0,0.0,0.0,0.0,2.074,0.0,0.0
Idrissa Gueye,Senegal,MF,True,False,0,False,660.0,7,0.0,0.6,1.347,0.434,4.428,2.136,0.0,0.0,0.0,0.196,0.44,0.142,1.446,0.0,0.0
Boulaye Dia,Senegal,FW,True,False,0,False,60.0,2,0.0,0.0,0.369,0.0,0.737,0.737,0.0,0.0,0.0,0.0,1.5,0.0,3.001,0.0,0.0
Edouard Mendy,Senegal,GK,True,True,0,False,570.0,6,0.0,0.0,0.0,0.0,0.0,1.514,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.0
Antoine Mendy,Senegal,DF,True,False,0,False,77.0,1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.169,0.0,0.0
Kalidou Koulibaly,Senegal,DF,True,True,0,False,274.0,4,0.0,0.0,0.0,0.0,2.804,0.0,0.944,0.313,0.0,0.0,0.0,0.0,2.601,0.876,0.0
Pathé Ismaël Ciss,Senegal,MF,True,False,0,False,48.0,4,0.0,0.0,0.867,0.867,0.747,0.313,0.0,0.0,0.0,0.0,4.074,4.074,3.509,0.0,0.0
Cheick Tidiane Sabaly,Senegal,FW,True,False,0,False,1.0,1,0.0,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evidence Makgopa,South Africa,FW,True,False,0,False,136.0,6,0.51,0.0,2.56,0.51,0.879,0.313,0.0,0.0,0.644,0.0,3.232,0.644,1.109,0.0,0.199
Oswin Appollis,South Africa,MF,True,False,0,False,487.0,8,1.06,0.0,3.421,3.108,1.309,2.248,0.0,0.0,0.467,0.0,1.507,1.369,0.577,0.0,0.31
Tshepang Moremi,South Africa,MF,True,False,1,False,409.0,7,0.434,0.313,2.785,0.802,2.665,3.033,0.682,0.0,0.255,0.184,1.638,0.472,1.568,0.401,0.156
Lyle Foster,South Africa,FW,True,True,2,True,561.0,8,0.747,0.747,5.933,2.253,2.256,4.144,0.879,0.0,0.234,0.234,1.859,0.706,0.707,0.275,0.126
Mbekezeli Mbokazi,South Africa,DF,True,True,1,False,540.0,6,0.368,0.0,3.843,2.282,1.968,6.361,0.0,0.0,0.103,0.0,1.069,0.635,0.548,0.0,0.096
Ronwen Williams,South Africa,GK,True,True,1,False,585.0,7,0.0,0.0,0.0,0.0,0.0,1.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khuliso Mudau,South Africa,DF,True,True,1,False,623.0,7,0.0,0.313,0.879,0.369,4.619,8.96,0.369,0.0,0.0,0.081,0.226,0.095,1.189,0.095,0.0
Nkosinathi Sibisi,South Africa,DF,True,True,1,False,203.0,3,0.0,0.0,0.0,0.0,2.621,0.0,2.11,0.0,0.0,0.0,0.0,0.0,1.183,0.953,0.0
Ime Okon,South Africa,DF,True,True,2,True,337.0,4,0.0,0.0,0.313,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0
Aubrey Modiba,South Africa,DF,True,True,1,False,547.0,7,0.0,0.51,3.019,2.282,5.204,6.761,0.824,0.0,0.0,0.155,0.916,0.693,1.579,0.25,0.0
Teboho Mokoena,South Africa,MF,True,True,1,False,607.0,7,0.0,0.0,2.99,1.626,6.296,6.973,2.479,0.0,0.0,0.0,0.782,0.425,1.646,0.648,0.0
Siphephelo Sithole,South Africa,MF,True,True,2,True,437.0,7,0.0,0.0,1.301,0.867,7.851,0.313,0.682,1.6,0.0,0.0,0.527,0.351,3.178,0.276,0.0
Jayden Adams,South Africa,MF,True,True,1,False,190.0,4,0.0,0.0,0.0,0.0,0.368,0.626,0.368,0.0,0.0,0.0,0.0,0.0,0.228,0.228,0.0
Iqraam Rayners,South Africa,FW,True,True,1,False,128.0,2,0.0,0.0,1.3,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.812,0.271,0.0,0.0,0.0
Thalente Mbatha,South Africa,MF,True,False,1,False,186.0,6,0.0,0.0,0.867,0.433,1.06,0.0,0.0,0.0,0.0,0.0,0.681,0.341,0.833,0.0,0.0
Themba Zwane,South Africa,MF,True,False,1,False,158.0,4,0.0,0.368,0.433,0.0,1.913,1.06,0.0,1.6,0.0,0.385,0.453,0.0,1.999,0.0,0.0
Ricardo Goss,South Africa,GK,True,False,1,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tholo Thabang Matuludi,South Africa,DF,True,False,1,False,110.0,2,0.0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846,0.0,0.0
Olwethu Makhanya,South Africa,DF,True,False,1,False,97.0,1,0.0,0.0,0.0,0.0,0.867,0.433,0.0,0.0,0.0,0.0,0.0,0.0,1.856,0.0,0.0
Samukelo Kabini,South Africa,MF,True,False,1,False,143.0,3,0.0,0.0,1.334,0.51,1.493,0.0,0.0,0.0,0.0,0.0,1.839,0.704,2.059,0.0,0.0
Kamogelo Sebelebele,South Africa,MF,True,False,1,False,45.0,1,0.0,0.0,0.0,0.0,0.433,0.433,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Sipho Chaine,South Africa,GK,True,False,0,False,52.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Relebohile Mofokeng,South Africa,FW,True,False,0,False,238.0,5,0.0,0.0,1.69,0.0,0.879,2.191,0.0,0.0,0.0,0.0,1.521,0.0,0.791,0.0,0.0
Thapelo Maseko,South Africa,FW,True,False,0,False,82.0,2,0.0,0.0,0.867,0.433,0.0,1.235,0.0,0.0,0.0,0.0,2.323,1.161,0.0,0.0,0.0
Bradley Cross,South Africa,DF,True,False,0,False,30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongokuhle Hlongwane,South Africa,MF,True,False,0,False,60.0,1,0.0,0.0,0.368,0.0,0.368,0.368,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0
Renaldo Leaner,South Africa,GK,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khulumani Ndamane,South Africa,DF,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siyabonga Ngezana,South Africa,DF,True,False,0,False,360.0,4,0.0,0.0,0.802,0.369,2.501,1.961,0.51,0.0,0.0,0.0,0.493,0.227,1.538,0.314,0.0
Bathusi Aubaas,South Africa,MF,True,False,0,False,145.0,3,0.0,0.0,0.51,0.0,1.334,1.888,0.0,0.0,0.0,0.0,0.67,0.0,1.751,0.0,0.0
Sipho Mbule,South Africa,MF,True,False,0,False,226.0,4,0.0,0.0,1.301,0.867,1.181,3.791,0.434,0.0,0.0,0.0,1.352,0.901,1.227,0.451,0.0
Mohau Nkota,South Africa,MF,True,False,0,False,59.0,2,0.0,0.0,0.0,0.0,0.313,0.313,0.0,0.0,0.0,0.0,0.0,0.0,1.398,0.0,0.0
Elias Mokwana,South Africa,FW,True,False,0,False,20.0,2,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.135,0.0,0.0
Hyeon-gyu Oh,South Korea,FW,True,False,0,False,114.0,4,1.6,0.0,2.595,2.282,1.02,1.6,0.0,0.0,2.103,0.0,3.41,2.999,1.34,0.0,0.617
Gue-sung Cho,South Korea,FW,True,False,1,False,174.0,5,1.093,0.0,1.96,1.96,1.559,1.629,0.0,0.0,1.447,0.0,2.595,2.595,2.064,0.0,0.558
Hwang In-beom,South Korea,MF,True,True,2,True,178.0,3,1.6,1.6,6.687,4.654,0.51,2.474,0.51,0.0,0.8,0.8,3.346,2.328,0.255,0.255,0.239
Hyun-gyu Oh,South Korea,FW,True,False,0,False,221.0,4,0.331,0.139,1.399,0.47,0.47,0.495,0.0,0.0,0.716,0.3,3.022,1.016,1.016,0.0,0.237
Dong-gyeong Lee,South Korea,MF,True,False,2,True,221.0,5,0.51,0.433,1.212,0.51,0.331,0.51,0.0,0.0,0.544,0.462,1.293,0.544,0.353,0.0,0.421
Son Heung-min,South Korea,FW,True,True,2,True,158.0,3,0.867,0.0,7.554,3.41,0.0,4.577,0.0,0.0,0.517,0.0,4.501,2.032,0.0,0.0,0.115
Hwang Hee-chan,South Korea,FW,True,False,1,False,124.0,3,0.433,0.0,0.944,0.433,0.433,3.054,0.0,0.0,0.428,0.0,0.931,0.428,0.428,0.0,0.459
Heung-min Son,South Korea,FW,True,False,0,False,412.0,7,0.365,0.0,1.241,0.365,0.192,1.848,0.0,0.0,0.328,0.0,1.116,0.328,0.173,0.0,0.294
Ji-sung Eom,South Korea,FW,True,False,0,False,159.0,7,0.192,0.0,1.277,0.385,1.059,1.358,0.0,0.0,0.242,0.0,1.607,0.484,1.332,0.0,0.151
Lee Tae-seok,South Korea,DF,True,True,2,True,440.0,8,0.266,0.0,0.635,0.266,4.174,3.904,0.0,0.0,0.106,0.0,0.254,0.106,1.668,0.0,0.419
Kim Seung-gyu,South Korea,GK,True,True,2,True,135.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han-Beom Lee,South Korea,DF,True,True,3,True,467.0,7,0.0,0.0,1.6,0.0,6.882,0.0,0.0,0.0,0.0,0.0,0.549,0.0,2.362,0.0,0.0
Kim Min-jae,South Korea,DF,True,True,2,True,184.0,3,0.0,0.0,0.0,0.0,3.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0
Gi-Hyuk Lee,South Korea,DF,True,True,3,True,246.0,3,0.0,0.0,0.51,0.51,3.41,2.544,2.034,0.0,0.0,0.0,0.212,0.212,1.419,0.846,0.0
Young-woo Seol,South Korea,DF,True,True,2,True,537.0,8,0.0,0.433,0.682,0.0,3.277,1.206,0.0,0.0,0.0,0.137,0.215,0.0,1.034,0.0,0.0
Seung Ho Paik,South Korea,MF,True,True,2,True,172.0,3,0.0,0.0,0.433,0.433,1.454,4.067,0.51,0.0,0.0,0.0,0.223,0.223,0.749,0.263,0.0
Kang-in Lee,South Korea,MF,True,True,1,False,617.0,9,0.0,2.198,2.876,1.826,1.16,11.071,0.226,0.0,0.0,0.716,0.937,0.595,0.378,0.074,0.0
Jae-sung Lee,South Korea,MF,True,True,2,True,384.0,7,0.0,0.0,3.426,1.826,3.557,4.576,0.226,0.0,0.0,0.0,1.51,0.805,1.567,0.1,0.0
Jin-gyu Kim,South Korea,MF,True,False,1,False,220.0,5,0.0,0.0,0.0,0.0,1.625,1.968,0.0,0.0,0.0,0.0,0.0,0.0,1.462,0.0,0.0
Jin-seob Park,South Korea,MF,True,False,0,False,319.0,7,0.0,0.0,0.0,0.0,0.814,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.676,0.0,0.0
Song Bum-keun,South Korea,GK,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wi-je Cho,South Korea,DF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,1.02,0.0,0.51,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
Jens Castrop,South Korea,MF,True,False,1,False,234.0,6,0.0,0.0,0.51,0.51,2.539,0.788,0.0,0.0,0.0,0.0,0.67,0.67,3.337,0.0,0.0
Yang Hyun-Jun,South Korea,FW,True,False,0,False,99.0,3,0.0,0.0,0.0,0.0,0.313,1.388,0.51,0.0,0.0,0.0,0.0,0.0,0.745,1.214,0.0
Jo Hyeonwoo,South Korea,GK,True,False,1,False,94.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yu-min Cho,South Korea,DF,True,False,1,False,324.0,5,0.0,0.0,0.266,0.266,1.565,0.0,0.0,0.0,0.0,0.0,0.282,0.282,1.66,0.0,0.0
Kim Moon-hwan,South Korea,MF,True,False,1,False,61.0,1,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475,0.0,0.0,0.0,0.0,0.0
Jun-Ho Bae,South Korea,MF,True,False,1,False,200.0,4,0.0,0.0,0.886,0.433,0.365,1.112,0.0,0.0,0.0,0.0,1.348,0.66,0.556,0.0,0.0
Seung-gyu Kim,South Korea,GK,True,False,0,False,364.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Min-jae Kim,South Korea,DF,True,False,0,False,607.0,7,0.0,0.0,0.737,0.368,2.135,1.084,0.163,0.0,0.0,0.0,0.452,0.226,1.31,0.1,0.0
Ju-sung Kim,South Korea,DF,True,False,0,False,116.0,2,0.0,0.0,0.0,0.0,0.163,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.606,0.606,0.0
Seung-Ho Paik,South Korea,MF,True,False,0,False,204.0,3,0.0,0.0,0.313,0.313,0.327,0.9,0.0,0.0,0.0,0.0,0.494,0.494,0.515,0.0,0.0
Tae-hyeon Kim,South Korea,DF,True,False,0,False,352.0,5,0.0,0.0,0.0,0.0,1.606,0.139,0.0,0.0,0.0,0.0,0.0,0.0,1.619,0.0,0.0
Hyun-Seok Hong,South Korea,MF,True,False,0,False,46.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hee-Chan Hwang,South Korea,MF,True,False,0,False,189.0,4,0.0,0.0,0.806,0.493,0.226,1.893,0.0,0.0,0.0,0.0,1.374,0.84,0.386,0.0,0.0
Hyeok-kyu Kwon,South Korea,MF,True,False,0,False,55.0,2,0.0,0.0,0.266,0.266,0.0,0.266,0.0,0.0,0.0,0.0,1.53,1.53,0.0,0.0,0.0
Hyeon-woo Jo,South Korea,GK,True,False,0,False,180.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moon-hwan Kim,South Korea,DF,True,False,0,False,302.0,4,0.0,0.0,0.0,0.0,0.47,0.419,0.192,0.0,0.0,0.0,0.0,0.0,0.674,0.276,0.0
Bum-keun Song,South Korea,GK,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Min-woo Seo,South Korea,MF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jin-kyu Kim,South Korea,MF,True,False,0,False,299.0,5,0.0,0.0,0.39,0.163,0.848,0.0,0.266,0.0,0.0,0.0,0.583,0.245,1.269,0.398,0.0
Myeong-jae Lee,South Korea,DF,True,False,0,False,236.0,3,0.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.785,0.0,0.0
Du-jae Won,South Korea,MF,True,False,0,False,132.0,3,0.0,0.0,0.0,0.0,1.362,0.0,0.356,0.0,0.0,0.0,0.0,0.0,4.349,1.137,0.0
Yang Min-hyeok,South Korea,FW,True,False,0,False,9.0,1,0.0,0.0,0.0,0.0,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
In-Beom Hwang,South Korea,MF,True,False,0,False,111.0,2,0.0,0.0,0.192,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.863,0.0,0.863,0.0,0.0
Yong Woo Park,South Korea,MF,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sang-bin Jeong,South Korea,FW,True,False,0,False,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Muñoz,Spain,FW,True,False,0,False,72.0,2,0.313,0.0,0.626,0.626,0.313,0.368,0.0,0.0,1.126,0.0,2.252,2.252,1.126,0.0,0.5
Mikel Oyarzabal,Spain,FW,True,True,1,False,441.0,6,2.597,0.415,12.644,5.863,1.869,0.313,0.0,0.0,0.851,0.136,4.143,1.921,0.612,0.0,0.205
Dani Olmo,Spain,FW,True,False,1,False,218.0,5,0.488,0.433,3.013,2.579,0.368,1.115,0.0,0.0,0.436,0.387,2.693,2.305,0.329,0.0,0.162
Mikel Merino,Spain,MF,True,False,0,False,328.0,6,0.705,0.0,3.857,2.305,5.184,4.445,0.415,0.0,0.434,0.0,2.372,1.418,3.188,0.255,0.183
Martín Zubimendi,Spain,MF,True,False,0,False,247.0,4,0.415,0.0,1.72,0.415,0.415,0.0,0.0,0.0,0.425,0.0,1.761,0.425,0.425,0.0,0.241
Ferran Torres,Spain,FW,True,True,2,True,430.0,7,0.848,0.728,7.965,4.476,3.813,1.083,0.0,0.0,0.291,0.25,2.73,1.534,1.307,0.0,0.107
Yéremy Pino,Spain,FW,True,False,0,False,238.0,7,0.3,0.0,2.341,1.14,1.53,0.488,0.0,0.0,0.29,0.0,2.267,1.104,1.481,0.0,0.128
Unai Simón,Spain,GK,True,True,1,False,540.0,6,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Llorente,Spain,MF,True,True,1,False,330.0,5,0.0,0.0,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0
Pau Cubarsí,Spain,DF,True,True,1,False,443.0,5,0.0,0.313,0.488,0.488,1.101,0.0,0.0,0.0,0.0,0.101,0.158,0.158,0.356,0.0,0.0
Aymeric Laporte,Spain,DF,True,True,2,True,495.0,6,0.0,0.0,3.688,2.088,0.313,1.329,0.0,0.0,0.0,0.0,1.089,0.617,0.093,0.0,0.0
Marc Cucurella,Spain,DF,True,True,1,False,450.0,5,0.0,0.488,3.2,1.6,3.158,1.028,0.0,0.0,0.0,0.157,1.027,0.513,1.013,0.0,0.0
Fabián Ruiz,Spain,MF,True,True,1,False,216.0,3,0.0,0.415,8.488,2.088,0.488,0.0,0.0,0.0,0.0,0.208,4.248,1.045,0.244,0.0,0.0
Rodri,Spain,MF,True,True,1,False,209.0,3,0.0,0.0,2.337,0.0,2.908,0.682,0.0,0.0,0.0,0.0,1.169,0.0,1.455,0.0,0.0
Pedri,Spain,MF,True,True,1,False,323.0,5,0.0,0.0,3.411,2.337,1.9,0.652,1.6,0.0,0.0,0.0,1.388,0.951,0.773,0.651,0.0
Pablo Gavi,Spain,MF,True,True,2,True,130.0,2,0.0,0.0,0.0,0.0,4.5,0.867,0.433,0.0,0.0,0.0,0.0,0.0,2.91,0.28,0.0
Lamine Yamal,Spain,MF,True,False,0,False,127.0,3,0.0,0.0,2.282,0.0,2.337,0.313,0.0,0.0,0.0,0.0,3.078,0.0,3.153,0.0,0.0
Nico Williams,Spain,FW,True,False,0,False,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joan García,Spain,GK,True,False,1,False,101.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Porro,Spain,DF,True,False,1,False,373.0,5,0.0,0.0,0.968,0.0,2.042,0.668,0.3,0.0,0.0,0.0,0.633,0.0,1.334,0.196,0.0
Jon Martin,Spain,DF,True,False,1,False,59.0,1,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.525,0.0,0.0,0.0,0.0
Alejandro Grimaldo,Spain,DF,True,False,1,False,225.0,3,0.0,0.353,0.721,0.368,0.0,0.786,0.0,0.0,0.0,0.376,0.769,0.393,0.0,0.0,0.0
Marc Bernal,Spain,MF,True,False,1,False,59.0,1,0.0,0.0,0.0,0.0,0.433,0.0,0.433,0.0,0.0,0.0,0.0,0.0,1.525,1.525,0.0
Alex Baena,Spain,MF,True,False,1,False,68.0,1,0.0,0.0,0.867,0.433,0.0,0.433,0.0,0.0,0.0,0.0,2.647,1.324,0.0,0.0,0.0
Borja Iglesias,Spain,FW,True,False,1,False,162.0,5,0.0,0.0,2.256,1.12,0.0,0.368,0.0,0.0,0.0,0.0,3.325,1.651,0.0,0.0,0.0
Sergio Gómez,Spain,DF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric García,Spain,DF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Jesús Rodriguez,Spain,FW,True,False,0,False,45.0,1,0.0,0.0,0.433,0.0,0.0,0.433,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Gonzalo García,Spain,FW,True,False,0,False,45.0,1,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Marc Pubill,Spain,DF,True,False,0,False,31.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beñat Turrientes,Spain,MF,True,False,0,False,31.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Guerra,Spain,MF,True,False,0,False,31.0,1,0.0,0.0,0.0,0.0,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.806,0.0,0.0
Leo Román,Spain,GK,True,False,0,False,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Rodríguez,Spain,DF,True,False,0,False,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Raya,Spain,GK,True,False,0,False,62.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristhian Mosquera,Spain,DF,True,False,0,False,100.0,2,0.0,0.0,0.368,0.0,0.0,0.682,0.0,0.0,0.0,0.0,0.914,0.0,0.0,0.0,0.0
Dean Huijsen,Spain,DF,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pablo Fornals,Spain,MF,True,False,0,False,105.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Soler,Spain,MF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Ander Barrenetxea,Spain,MF,True,False,0,False,73.0,1,0.0,0.0,0.368,0.0,0.368,0.0,0.0,0.0,0.0,0.0,1.233,0.0,1.233,0.0,0.0
Fermín López,Spain,MF,True,False,0,False,134.0,4,0.0,0.313,0.682,0.682,0.995,1.658,0.0,0.0,0.0,0.563,1.225,1.225,1.787,0.0,0.0
